ride_id,customer_id,gender,ride_datetime,signup_date,trip_duration_min,distance_km,fare_amount,traffic_level,ride_status,fare_amount_winsorized,hour,day of week,month,gender_encoded,ride_payment_mode_Cash,ride_payment_mode_UPI,zone_name_Zone_B,zone_name_Zone_C,zone_name_Zone_D,traffic_level_encoded,ride_frequency,frequency_category,fare_log,avg_ride_distance,avg_ride_fare,is_peak_hour,ride_cancellation_rate,surge_flag
11.0,1199.0,Female,2023-01-01 00:12:00,17-06-2021,25.358445451876836,13.450695449468231,148.5112450121125,Low,Completed,148.5112450121125,0,Sunday,1,0,False,False,True,False,False,1,1,Low,5.007371607474373,13.450695449468231,148.5112450121125,0,0.0,0
12.0,1024.0,Male,2023-02-01 11:02:00,04-12-2021,29.213595680490016,4.673992228175614,297.58391410218303,Medium,Completed,297.58391410218303,11,Wednesday,2,1,False,True,False,False,False,2,3,Low,5.699051012596334,7.839164586743678,262.54459993759156,0,0.0,1
14.0,1011.0,Female,2023-01-01 02:23:00,09-11-2020,15.916978690341942,11.820616467603292,133.1347472593812,Medium,Completed,133.1347472593812,2,Sunday,1,0,True,False,True,False,False,2,7,Medium,4.898844871260032,8.325186103809415,180.72599969785708,0,0.0,0
15.0,1142.0,Male,2023-01-01 02:00:00,24-10-2022,22.614665531573333,16.441417471281582,248.27091546632656,Low,Completed,248.27091546632656,2,Sunday,1,1,False,False,False,False,True,1,3,Low,5.518540318927522,11.034143170511994,191.90975186615663,0,0.3333333333333333,0
16.0,1058.0,Male,2023-01-01 02:01:00,10-11-2022,17.209861569663076,3.3258227413735666,148.8936917353141,High,Completed,148.8936917353141,2,Sunday,1,1,False,False,False,True,False,3,5,Low,5.00992632106969,7.419503138188068,170.03826094890414,0,0.0,1
17.0,1153.0,Male,2023-01-01 03:37:00,09-01-2022,3.3435477159587634,13.12293783424158,259.9463768991803,Low,Completed,259.9463768991803,3,Sunday,1,1,False,True,False,False,True,1,3,Low,5.564314933720876,7.008406801125921,228.3614542994491,0,0.0,0
18.0,1108.0,Male,2023-01-01 07:26:00,27-12-2020,34.74262222128807,9.527356243363936,161.03384072915375,Medium,Completed,161.03384072915375,7,Sunday,1,1,False,False,False,False,False,2,2,Low,5.087805206807036,8.895869240993514,154.9504276811382,1,0.0,0
19.0,1025.0,Male,2023-01-01 05:39:00,27-07-2020,19.885494444497688,8.652244269717665,264.37332630150104,Low,Completed,264.37332630150104,5,Sunday,1,1,True,False,False,True,False,1,3,Low,5.581137613085024,7.081058095098952,187.1689792753485,0,0.0,1
20.0,1046.0,Female,2023-01-01 03:26:00,25-07-2022,17.39599925666694,7.969083110981047,214.88655641018,Low,Completed,214.88655641018,3,Sunday,1,0,True,False,True,False,False,1,4,Low,5.374753067912666,8.977081011293773,159.97661617404293,0,0.0,0
21.0,1031.0,Male,2023-01-01 09:27:00,04-07-2021,27.105700339584647,2.4614135172215867,440.83928645531387,Medium,Completed,315.21421066767664,9,Sunday,1,1,True,False,True,False,False,2,3,Low,6.090946210652541,7.474987893829364,285.22346641050825,1,0.0,1
22.0,1009.0,Male,2023-01-01 01:30:00,05-01-2022,30.12499552221517,11.852355992852129,175.76831956671964,High,Completed,175.76831956671964,1,Sunday,1,1,False,True,False,True,False,3,2,Low,5.174839946176418,11.339812855053532,188.22503637214476,0,0.0,0
23.0,1015.0,Male,2023-01-01 03:27:00,11-08-2020,21.79225167093721,4.870923918694688,210.62898332971588,Low,Completed,210.62898332971588,3,Sunday,1,1,False,False,False,False,True,1,3,Low,5.354834662861937,8.269456177264447,208.75960534696367,0,0.0,1
24.0,1198.0,Female,2023-01-01 04:33:00,30-11-2020,24.973983323909817,3.681237189990612,141.6460206627255,Low,Completed,141.6460206627255,4,Sunday,1,0,False,False,True,False,False,1,5,Low,4.960366181460568,7.690149111793093,201.67246326510093,0,0.0,1
25.0,1144.0,Female,2023-01-01 06:05:00,03-12-2020,32.46187407314403,11.541835835601352,180.2148272603823,Low,Completed,180.2148272603823,6,Sunday,1,0,False,True,False,False,False,1,5,Low,5.199683218408944,8.089730607168903,210.87807262310972,0,0.0,0
26.0,1150.0,Female,2023-01-01 15:22:00,21-10-2021,21.398064053900523,11.156536100586711,36.14681073195527,Low,Completed,46.52489968778974,15,Sunday,1,0,False,False,False,True,False,1,1,Low,3.6148779190789946,11.156536100586711,36.14681073195527,0,0.0,0
27.0,1025.0,Female,2023-01-01 02:13:00,07-12-2021,28.02333741763334,8.316000334444249,217.24672132328257,Low,Completed,217.24672132328257,2,Sunday,1,0,False,False,False,False,False,1,3,Low,5.385626172033137,7.081058095098952,187.1689792753485,0,0.0,0
28.0,1085.0,Female,2023-01-01 07:13:00,09-04-2022,8.407553816108496,12.318174483246564,287.42993703595295,Medium,Completed,287.42993703595295,7,Sunday,1,0,True,False,False,True,False,2,2,Low,5.664452203893007,7.483668393787683,295.0895098556173,1,0.0,0
29.0,1134.0,Female,2023-01-01 08:58:00,14-10-2022,12.586810015722511,13.70374632591646,211.73040036794836,Low,Completed,211.73040036794836,8,Sunday,1,0,False,True,True,False,False,1,1,Low,5.360025638029668,13.70374632591646,211.73040036794836,1,0.0,0
30.0,1013.0,Female,2023-01-01 00:28:00,10-11-2020,31.05539778080404,13.232896311302165,74.89108336180982,Low,Completed,74.89108336180982,0,Sunday,1,0,True,False,False,False,True,1,4,Low,4.32929919873638,10.799276798257289,133.33644031578777,0,0.0,0
31.0,1078.0,Female,2023-01-01 09:21:00,25-12-2020,12.064413608327015,5.88688410639208,115.8570277832799,Medium,Completed,115.8570277832799,9,Sunday,1,0,False,True,False,True,False,2,4,Low,4.7609512028072904,4.0017581226989165,204.54260839365978,1,0.0,0
32.0,1116.0,Male,2023-01-01 01:52:00,16-07-2020,27.34137547113296,12.056419725118849,14.41537017250164,Low,Completed,46.52489968778974,1,Sunday,1,1,False,False,False,True,False,1,3,Low,2.7353650748351677,8.902897754549949,149.3902569766347,0,0.0,0
33.0,1006.0,Male,2023-01-01 00:40:00,18-07-2020,23.530012178029278,8.846563910034595,258.3139205492339,Low,Completed,258.3139205492339,0,Sunday,1,1,True,False,False,False,False,1,4,Low,5.558039376214438,9.55820334165772,217.92815682122318,0,0.0,0
34.0,1136.0,Female,2023-02-01 05:44:00,06-08-2021,21.35532737479771,14.903631081409497,99.47893658323358,Low,Completed,99.47893658323358,5,Wednesday,2,0,False,False,True,False,False,1,2,Low,4.6099481192963845,13.975683294167817,89.5260236641704,0,0.5,0
35.0,1114.0,Female,2023-02-01 09:42:00,01-02-2021,25.358445451876836,7.505086654931308,177.70331278302177,Medium,Completed,177.70331278302177,9,Wednesday,2,0,False,True,False,False,False,2,2,Low,5.185726960230943,8.354632280014556,153.19330577425467,1,0.0,0
36.0,1175.0,Female,2023-01-01 16:31:00,02-09-2020,34.09340018105375,6.574113450526678,167.70099421382238,Low,Completed,167.70099421382238,16,Sunday,1,0,False,True,True,False,False,1,5,Low,5.128127882918211,9.42898878501837,227.5391961594314,0,0.2,0
37.0,1071.0,Female,2023-01-01 03:37:00,23-11-2020,42.29891154519835,5.544812492628493,299.01816285266136,Medium,Cancelled,299.01816285266136,3,Sunday,1,0,False,True,False,False,False,2,7,Medium,5.703843015665762,8.467218595965873,168.47767086828188,0,0.14285714285714285,1
38.0,1058.0,Male,2023-01-01 01:01:00,01-05-2022,28.001921626001945,8.757151576942222,186.82250543725908,Low,Completed,186.82250543725908,1,Sunday,1,1,False,True,False,True,False,1,5,Low,5.2354973968533525,7.419503138188068,170.03826094890414,0,0.0,0
40.0,1115.0,Male,2023-01-01 05:48:00,12-08-2022,18.17669370142506,0.0,223.717101131813,Low,Completed,223.717101131813,5,Sunday,1,1,True,False,False,False,True,1,3,Low,5.414842282800951,3.3243380340766198,201.1162122421604,0,0.0,1
41.0,1166.0,Male,2023-01-01 01:18:00,24-08-2020,13.0390276817562,9.396690161247427,288.752913596912,Medium,Completed,288.752913596912,1,Sunday,1,1,True,False,True,False,False,2,1,Low,5.669028537723789,9.396690161247427,288.752913596912,0,0.0,1
42.0,1145.0,Female,2023-01-01 06:50:00,23-06-2021,24.602610951938253,10.684148050719225,160.8701044397633,High,Completed,160.8701044397633,6,Sunday,1,0,False,True,True,False,False,3,3,Low,5.086794189153317,11.387016381366154,190.29809748078435,0,0.3333333333333333,0
43.0,1186.0,Female,2023-01-01 00:20:00,18-05-2022,15.26250352041924,7.109832656342407,329.5692264403614,Medium,Completed,315.21421066767664,0,Sunday,1,0,True,False,False,True,False,2,4,Low,5.800816097086893,6.598916260782631,223.9754451067072,0,0.0,1
44.0,1102.0,Male,2023-02-01 00:00:00,27-04-2021,7.273898716841781,4.509938737632514,21.14702748805479,Low,Completed,46.52489968778974,0,Wednesday,2,1,False,False,True,False,False,1,5,Low,3.097703288300743,6.852166493304544,146.3250421797649,0,0.0,0
45.0,1016.0,Female,2023-01-01 02:59:00,13-06-2021,33.034458123655824,4.160688012345409,248.59787984009887,Low,Completed,248.59787984009887,2,Sunday,1,0,False,True,False,False,True,1,4,Low,5.5198511422288234,7.893098584483023,160.78371728305376,0,0.0,1
46.0,1013.0,Male,2023-01-01 10:51:00,25-01-2022,33.52166788251833,11.900204381213872,110.67043130686945,Low,Completed,110.67043130686945,10,Sunday,1,1,False,True,False,False,False,1,4,Low,4.715551955784526,10.799276798257289,133.33644031578777,0,0.0,0
47.0,1158.0,Female,2023-01-01 03:44:00,26-08-2022,16.411612270469057,9.88128924211316,140.5800357776038,Low,Completed,140.5800357776038,3,Sunday,1,0,False,True,False,True,False,1,2,Low,4.952865181048397,8.697236712220846,249.09076726573244,0,0.0,0
48.0,1151.0,Female,2023-01-01 07:20:00,27-04-2021,27.439643212792443,0.5766489161987041,225.55314135208283,Low,Completed,225.55314135208283,7,Sunday,1,0,False,True,False,False,True,1,1,Low,5.422979537060196,0.5766489161987041,225.55314135208283,1,0.0,1
49.0,1107.0,Male,2023-01-01 07:54:00,06-09-2021,35.019522677917664,12.387013707199763,224.91216398781944,Medium,Completed,224.91216398781944,7,Sunday,1,1,False,False,True,False,False,2,2,Low,5.420146268805234,12.664930332197562,116.1920541285982,1,0.0,0
50.0,1187.0,Female,2023-01-01 02:02:00,30-01-2021,27.05026687061879,15.52174058561062,228.5142410952057,Low,Completed,228.5142410952057,2,Sunday,1,0,True,False,True,False,False,1,5,Low,5.435965080277832,9.550014942254581,140.73969233221845,0,0.0,0
51.0,1044.0,Male,2023-02-01 10:55:00,06-09-2021,13.068453539012664,5.136332596965869,69.10736447158095,Medium,Completed,69.10736447158095,10,Wednesday,2,1,True,False,False,False,True,2,5,Low,4.250027845178414,6.993240279672482,172.23116535235525,0,0.2,0
52.0,1097.0,Male,2023-01-01 14:55:00,21-11-2020,22.67106586762901,9.344640185104163,295.9224185023392,Medium,Completed,295.9224185023392,14,Sunday,1,1,False,False,False,False,False,2,4,Low,5.693470887515713,5.424827036703083,170.98057902339576,0,0.5,1
53.0,1130.0,Male,2023-02-01 04:03:00,09-08-2021,38.26809420041991,6.106167625470562,107.94823054178596,Medium,Completed,107.94823054178596,4,Wednesday,2,1,True,False,False,False,False,2,4,Low,4.69087282024714,5.3975606745582025,168.4381121446563,0,0.0,0
54.0,1036.0,Male,2023-01-01 22:31:00,01-08-2021,27.47026643605113,10.513227701884666,118.61703278198408,Low,Completed,118.61703278198408,22,Sunday,1,1,True,False,False,True,False,1,5,Low,4.784295245941625,8.082583345064894,153.37584865633852,0,0.0,0
55.0,1170.0,Male,2023-01-01 09:06:00,31-10-2020,30.391321031828053,3.3359644436990994,231.03173905334629,High,Completed,231.03173905334629,9,Sunday,1,1,False,True,True,False,False,3,2,Low,5.44687416857361,4.847419349907556,248.4509864193331,1,0.0,1
56.0,1167.0,Female,2023-02-01 01:29:00,16-12-2021,28.41629219369114,7.714217371604877,157.06230601910076,Low,Completed,157.06230601910076,1,Wednesday,2,0,True,False,False,False,True,1,3,Low,5.06298929718768,7.449373650692255,179.9143079513112,0,0.0,0
57.0,1182.0,Female,2023-01-01 00:55:00,08-08-2022,16.444886420217465,0.0,204.6608672449993,Medium,Completed,204.6608672449993,0,Sunday,1,0,False,True,False,False,False,2,1,Low,5.3262285366792455,0.0,204.6608672449993,0,0.0,1
58.0,1107.0,Female,2023-01-01 02:10:00,07-11-2022,18.79154780717357,12.94284695719536,7.471944269376962,Medium,Completed,46.52489968778974,2,Sunday,1,0,True,False,False,True,False,2,2,Low,2.1367600300641736,12.664930332197562,116.1920541285982,0,0.0,0
59.0,1038.0,Male,2023-01-01 00:27:00,14-02-2021,28.388651570517425,9.705983275678754,202.74595596153853,Medium,Completed,202.74595596153853,0,Sunday,1,1,False,False,True,False,False,2,6,Medium,5.316873903882469,8.27060800204339,225.6209761796636,0,0.16666666666666666,0
60.0,1014.0,Female,2023-01-01 03:56:00,11-06-2021,33.16871780020408,6.643818787161044,197.4265503609772,Medium,Completed,197.4265503609772,3,Sunday,1,0,False,False,True,False,False,2,5,Low,5.290419008281313,7.890226616395054,200.21810890846717,0,0.2,0
61.0,1119.0,Male,2023-01-01 04:55:00,30-03-2021,35.999049509178825,1.629595662625566,139.21131697885733,Low,Completed,139.21131697885733,4,Sunday,1,1,False,True,False,True,False,1,5,Low,4.943150691591412,4.988609146194373,176.7096469046187,0,0.2,1
62.0,1003.0,Male,2023-01-01 03:09:00,31-05-2022,16.418944552318067,4.969801155042873,14.073923218816844,Low,Completed,46.52489968778974,3,Sunday,1,1,False,True,False,True,False,1,3,Low,2.7129663117912726,6.958781911862508,109.22779521242647,0,0.3333333333333333,0
63.0,1092.0,Female,2023-01-01 17:38:00,06-08-2022,29.331205346771934,6.122906380980878,162.97533908147162,Medium,Completed,162.97533908147162,17,Sunday,1,0,False,False,False,False,False,2,5,Low,5.099716045062836,6.090197786729826,182.44546529177006,0,0.0,0
64.0,1152.0,Male,2023-01-01 04:24:00,20-11-2022,36.87044111718976,5.209064866793543,177.01009121611096,Low,Completed,177.01009121611096,4,Sunday,1,1,True,False,False,False,True,1,6,Medium,5.181840240910484,5.311277291212575,232.64431843147045,0,0.16666666666666666,1
65.0,1140.0,Female,2023-01-01 03:17:00,31-01-2022,15.129182297119776,8.23821187325446,150.6216807735604,High,Completed,150.6216807735604,3,Sunday,1,0,False,False,True,False,False,3,4,Low,5.021388476001093,11.809093610456632,121.40785931088863,0,0.25,0
66.0,1160.0,Female,2023-01-01 07:49:00,07-07-2021,39.867471357997744,6.6324490553148605,33.10604284540017,Low,Completed,46.52489968778974,7,Sunday,1,0,False,False,False,False,True,1,3,Low,3.5294745781322416,10.539120971908114,147.62998335783354,1,0.0,0
67.0,1015.0,Male,2023-01-01 01:31:00,26-12-2021,41.3894082734419,8.688485489341772,307.57872058535327,Low,Completed,307.57872058535327,1,Sunday,1,1,False,False,True,False,False,1,3,Low,5.731976982870285,8.269456177264447,208.75960534696367,0,0.0,1
68.0,1169.0,Male,2023-01-01 16:12:00,17-11-2021,51.2508633962166,12.810509204190655,128.89107776445016,Low,Completed,128.89107776445016,16,Sunday,1,1,False,True,True,False,False,1,5,Low,4.8666962359015145,7.422976914177639,187.65434091705828,0,0.0,0
70.0,1125.0,Female,2023-02-01 19:20:00,03-02-2022,27.36424676262449,2.468532090983101,12.757945697463242,Medium,Completed,46.52489968778974,19,Wednesday,2,0,False,True,False,True,False,2,3,Low,2.6216165261170565,5.034368235062675,136.077721694448,1,0.0,0
71.0,1193.0,Male,2023-01-01 14:47:00,11-09-2021,33.26994389117318,5.193169607500501,307.58842789585657,Medium,Completed,307.58842789585657,14,Sunday,1,1,False,False,False,False,False,2,3,Low,5.732008440508716,8.510802436357897,250.192103533562,0,0.0,1
72.0,1054.0,Male,2023-01-01 02:12:00,20-01-2021,32.978026730494165,10.334353879893088,142.6760054612755,Medium,Completed,142.6760054612755,2,Sunday,1,1,True,False,True,False,False,2,1,Low,4.967560802533756,10.334353879893088,142.6760054612755,0,0.0,0
73.0,1169.0,Male,2023-01-01 00:03:00,23-12-2021,36.263668609956056,10.711775139810692,187.8770253659362,High,Completed,187.8770253659362,0,Sunday,1,1,False,False,False,True,False,3,5,Low,5.241096143849433,7.422976914177639,187.65434091705828,0,0.0,0
74.0,1033.0,Female,2023-01-01 16:53:00,09-06-2021,32.84033180465104,9.624340788064936,269.6589955853321,High,Completed,269.6589955853321,16,Sunday,1,0,True,False,True,False,False,3,1,Low,5.60085970965844,9.624340788064936,269.6589955853321,0,0.0,0
75.0,1157.0,Male,2023-01-01 12:16:00,12-11-2020,23.93938090961961,13.202949223552064,125.89566362266991,High,Completed,125.89566362266991,12,Sunday,1,1,True,False,False,False,False,3,5,Low,4.843365202526313,10.787722865692015,137.8992026239204,0,0.0,0
76.0,1012.0,Male,2023-01-01 13:03:00,28-08-2020,37.21997120973502,7.254547720492058,257.0595989909235,Low,Completed,257.0595989909235,13,Sunday,1,1,True,False,True,False,False,1,4,Low,5.553190562085128,5.344683546944549,146.61727982106842,0,0.25,1
77.0,1140.0,Female,2023-01-01 14:45:00,28-07-2022,14.287458503072743,16.208664592037294,15.09396352470867,Medium,Completed,46.52489968778974,14,Sunday,1,0,True,False,False,False,False,2,4,Low,2.7784442653307098,11.809093610456632,121.40785931088863,0,0.25,0
78.0,1017.0,Other,2023-01-01 00:46:00,17-09-2020,25.058523367253763,11.272748544423628,224.07893260570503,Low,Completed,224.07893260570503,0,Sunday,1,2,False,True,False,False,False,1,3,Low,5.416451152265337,6.042665307299167,149.02782812244382,0,0.3333333333333333,0
79.0,1159.0,Male,2023-01-01 04:26:00,30-09-2021,40.637356160498,2.0939498808315093,305.7793733215722,Low,Completed,305.7793733215722,4,Sunday,1,1,True,False,True,False,False,1,7,Medium,5.726128835556198,7.674311616122635,191.56239306386897,0,0.14285714285714285,1
80.0,1095.0,Male,2023-01-01 01:13:00,22-04-2022,12.497535018796809,15.202634519854264,133.56665222255762,Medium,Completed,133.56665222255762,1,Sunday,1,1,False,True,True,False,False,2,2,Low,4.902059631852838,7.7689829005953746,195.54426105603034,0,0.0,0
81.0,1122.0,Male,2023-01-01 19:53:00,29-10-2021,18.22524343002837,4.932053559457113,269.5105296238719,Low,Completed,269.5105296238719,19,Sunday,1,1,False,True,False,False,False,1,4,Low,5.600311024049702,5.593377845234814,198.0105445205071,1,0.0,1
82.0,1038.0,Female,2023-01-01 09:45:00,02-08-2020,31.717472910772912,3.863595242172277,326.71381217550265,Low,Completed,315.21421066767664,9,Sunday,1,0,True,False,False,True,False,1,6,Medium,5.792140703658468,8.27060800204339,225.6209761796636,1,0.16666666666666666,1
83.0,1045.0,Male,2023-01-01 04:01:00,30-09-2021,28.93911973236152,10.095084439331576,159.61265295567847,Low,Completed,159.61265295567847,4,Sunday,1,1,False,True,False,False,True,1,5,Low,5.078995583936508,7.287124338557041,172.4932690544289,0,0.0,0
85.0,1189.0,Female,2023-01-01 03:43:00,30-05-2021,20.838059972698595,5.218123074713547,108.13650033341568,High,Completed,108.13650033341568,3,Sunday,1,0,False,False,True,False,False,3,2,Low,4.692599395396574,7.891562324013551,173.04466902404903,0,0.0,0
86.0,1061.0,Female,2023-01-01 03:55:00,08-05-2022,13.192179373496607,14.22839416249683,139.22158758518933,Low,Completed,139.22158758518933,3,Sunday,1,0,True,False,True,False,False,1,7,Medium,4.943223939817061,5.816073068761925,163.53012840048527,0,0.0,0
87.0,1184.0,Male,2023-01-01 13:04:00,27-09-2022,34.80484999520572,10.22487031599001,114.77120877819038,Low,Completed,114.77120877819038,13,Sunday,1,1,False,False,False,True,False,1,2,Low,4.7516159053671565,10.523165578451907,140.95610673662065,0,0.0,0
88.0,1015.0,Female,2023-01-01 10:08:00,12-08-2022,22.441186423294685,11.24895912375688,108.07111212582184,Medium,Completed,108.07111212582184,10,Sunday,1,0,False,False,False,False,True,2,3,Low,4.692000074329687,8.269456177264447,208.75960534696367,0,0.0,0
89.0,1183.0,Female,2023-01-01 21:49:00,13-08-2022,42.92155910760633,5.372357598010105,275.9068237369085,Low,Completed,275.9068237369085,21,Sunday,1,0,True,False,False,False,False,1,3,Low,5.623681073199054,7.396730560354122,213.52403901208785,1,0.3333333333333333,1
90.0,1120.0,Female,2023-01-01 06:23:00,23-07-2022,25.811002440400216,1.846520004127587,116.80591797693924,High,Completed,116.80591797693924,6,Sunday,1,0,True,False,False,False,False,3,3,Low,4.769038507450865,8.46317460693887,154.76752632357656,0,0.0,1
91.0,1009.0,Male,2023-01-01 01:16:00,04-08-2022,22.802596965971237,10.827269717254936,200.68175317756985,Low,Completed,200.68175317756985,1,Sunday,1,1,False,True,False,False,True,1,2,Low,5.306690975709642,11.339812855053532,188.22503637214476,0,0.0,0
92.0,1157.0,Male,2023-01-01 12:29:00,24-05-2021,21.831782387082026,11.721024624967802,183.05867481729905,Medium,Completed,183.05867481729905,12,Sunday,1,1,True,False,False,False,False,2,5,Low,5.215254591652635,10.787722865692015,137.8992026239204,0,0.0,0
93.0,1152.0,Male,2023-01-01 14:18:00,27-06-2022,22.55800164807572,11.53997354432444,299.84756500568983,Medium,Completed,299.84756500568983,14,Sunday,1,1,False,False,False,False,True,2,6,Medium,5.7066037079181,5.311277291212575,232.64431843147045,0,0.16666666666666666,0
94.0,1102.0,Male,2023-01-01 08:14:00,05-02-2022,26.10821095133803,8.836276920471462,139.7475014355989,High,Completed,139.7475014355989,8,Sunday,1,1,False,True,True,False,False,3,5,Low,4.946967515072529,6.852166493304544,146.3250421797649,1,0.0,0
95.0,1083.0,Male,2023-01-01 14:44:00,13-10-2020,50.12407576578319,4.131727026111717,210.49184373234576,Medium,Completed,210.49184373234576,14,Sunday,1,1,False,False,False,False,True,2,6,Medium,5.354186433829467,7.017807495167314,210.68819296003372,0,0.0,1
96.0,1132.0,Female,2023-01-01 06:48:00,16-10-2021,21.611403299006405,17.75107835223892,243.28557618208876,High,Completed,243.28557618208876,6,Sunday,1,0,False,True,False,False,False,3,3,Low,5.498337935104754,13.93544179702687,240.06896810054278,0,0.0,0
97.0,1064.0,Male,2023-01-01 07:23:00,01-05-2021,21.936465392286905,9.919149771936702,299.1799685856465,Low,Completed,299.1799685856465,7,Sunday,1,1,True,False,False,False,True,1,1,Low,5.704382190076442,9.919149771936702,299.1799685856465,1,0.0,1
98.0,1176.0,Male,2023-01-01 05:34:00,06-07-2022,25.655938456831787,7.304453433643329,138.57973239637866,Low,Completed,138.57973239637866,5,Sunday,1,1,True,False,False,True,False,1,2,Low,4.9386359963811115,7.81688649025584,143.1057003936636,0,0.0,0
99.0,1002.0,Male,2023-01-01 00:15:00,18-06-2022,35.9027450634426,7.32220305006653,130.56860250140957,Low,Completed,130.56860250140957,0,Sunday,1,1,False,True,True,False,False,1,4,Low,4.879528407609772,10.502274590148682,130.07238896911818,0,0.25,0
100.0,1172.0,Male,2023-01-01 01:08:00,28-10-2022,10.790154389272208,8.598389912294214,95.0575156831958,High,Completed,95.0575156831958,1,Sunday,1,1,False,False,True,False,False,3,1,Low,4.564947133766039,8.598389912294214,95.0575156831958,0,0.0,0
101.0,1141.0,Female,2023-01-01 00:19:00,09-07-2022,29.550927369096453,12.278433048631925,358.90396966785926,Low,Completed,315.21421066767664,0,Sunday,1,0,False,False,False,False,True,1,2,Low,5.885837244943187,8.492498115159115,349.0443490036706,0,0.0,0
102.0,1119.0,Female,2023-01-01 10:07:00,04-04-2022,16.825748239788382,8.75851249322181,290.757795054431,Low,Completed,290.757795054431,10,Sunday,1,0,True,False,False,False,False,1,5,Low,5.675923989076854,4.988609146194373,176.7096469046187,0,0.2,1
104.0,1067.0,Female,2023-01-01 07:06:00,16-09-2022,20.06240057639544,8.60559075157283,334.5151320901645,Low,Completed,315.21421066767664,7,Sunday,1,0,True,False,True,False,False,1,3,Low,5.815667058494964,11.362202227926046,209.71758447171206,1,0.3333333333333333,1
105.0,1145.0,Female,2023-01-01 23:48:00,20-08-2022,1.958976602427136,7.550584434118477,171.85092845074743,Low,Cancelled,171.85092845074743,23,Sunday,1,0,False,True,True,False,False,1,3,Low,5.152429537777838,11.387016381366154,190.29809748078435,0,0.3333333333333333,0
106.0,1189.0,Male,2023-01-01 02:52:00,28-10-2021,28.695776026874853,10.565001573313555,237.95283771468235,High,Completed,237.95283771468235,2,Sunday,1,1,True,False,False,False,False,3,2,Low,5.4762662007213105,7.891562324013551,173.04466902404903,0,0.0,0
107.0,1036.0,Male,2023-01-01 05:16:00,06-06-2022,28.611447703468688,10.413144134695186,180.8137521378177,Medium,Completed,180.8137521378177,5,Sunday,1,1,False,True,False,False,False,2,5,Low,5.202982823204921,8.082583345064894,153.37584865633852,0,0.0,0
