customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,join_date,debt_to_income,annual_income_winsor,spending_ratio_log,join year,join month,join day,join weekday,education level encoded,gender_encoded,income_bin,repayment_risk,good_credit_flag,transaction quantile,transaction_kmeans_bin,debt to income ratio,avg monthly transactions,spending to income
10011,31.0,Male,North,Post-Graduate,Unemployed,737132.4646336935,155202.97732700274,Car,650.1379651007985,9,72,67.05194655230736,0,2017-09-09,0.21054964307416368,737132.4646336935,4.220271333424699,2017,9,9,5,3.0,1,High,High Risk,0,Low,0,0.21054964307416368,12.0,9.096322543008302e-05
10012,44.0,Female,East,Primary,Salaried,369391.8284971303,24237.656076604893,Other,683.8346666921591,8,157,24.62407834484277,0,2016-07-10,0.06561503045483094,369391.8284971303,3.243532469781217,2016,7,10,6,0.0,0,Medium,High Risk,0,High,1,0.06561503045483094,26.166666666666668,6.666113445179816e-05
10013,56.0,Male,East,Primary,Salaried,980293.0344411854,234616.0558689786,Other,441.4184141076712,2,144,38.37640570790087,1,2022-01-11,0.2393325746752053,980293.0344411854,3.673166797026666,2022,1,11,1,0.0,1,Very High,No Miss,0,High,1,0.2393325746752053,24.0,3.9147891864576274e-05
10014,60.0,Male,North,Primary,Unemployed,937070.0164815997,593591.2061243589,Business,631.3130403149601,9,158,11.802208057239444,0,2020-05-01,0.6334544865207676,937070.0164815997,2.5496176605202177,2020,5,1,4,0.0,1,Very High,High Risk,0,Very High,1,0.6334544865207676,26.333333333333332,1.259479852055558e-05
10015,43.28,Male,West,Secondary,Unemployed,416748.4841808397,267688.44244270073,Car,826.1087158015971,5,106,31.509631301259997,0,2022-01-02,0.6423261333964269,416748.4841808397,3.481536393164453,2022,1,2,6,1.0,1,Medium,Low Risk,1,Low,0,0.6423261333964269,17.666666666666668,7.560826852962715e-05
10016,23.0,Female,East,Post-Graduate,Unemployed,414177.4992587583,76963.22260618494,Business,793.0155636559878,1,114,18.98335280366232,0,2017-07-03,0.18582183422306578,414177.4992587583,2.9948995671333285,2017,7,3,0,3.0,0,Medium,No Miss,1,High,0,0.18582183422306578,19.0,4.5833858279689954e-05
10017,42.0,Male,West,Primary,Unemployed,451793.0156551277,145469.2154567458,Car,683.3727863561874,1,144,9.096805747307526,1,2022-03-11,0.32198199267380545,451793.0156551277,2.312219111182818,2022,3,11,4,0.0,1,Medium,No Miss,0,High,1,0.32198199267380545,24.0,2.01348968047162e-05
10018,22.0,Male,South,Post-Graduate,Self-Employed,473166.80615286354,179418.39569133864,Business,620.2389037883305,4,175,27.29802037116847,0,2022-04-14,0.3791863532231271,473166.80615286354,3.3427918506536507,2022,4,14,3,3.0,1,Medium,Low Risk,0,Very High,1,0.3791863532231271,29.166666666666668,5.769217116711572e-05
10019,44.0,Female,East,Secondary,Unemployed,837634.501982111,259726.5944780776,Other,640.9875259008988,4,55,21.744376035803423,0,2023-12-16,0.31007150954680285,837634.501982111,3.124317907618787,2023,12,16,5,1.0,0,High,Low Risk,0,Low,2,0.31007150954680285,9.166666666666666,2.5959265030689733e-05
10020,64.0,Female,West,Primary,Self-Employed,706332.2651191485,427324.7837001768,Other,752.3385581627401,6,121,23.332444807088194,0,2019-07-24,0.6049911703072108,706332.2651191485,3.1918106370364034,2019,7,24,2,0.0,0,High,High Risk,1,High,0,0.6049911703072108,20.166666666666668,3.303324222793692e-05
10021,50.0,Male,West,Graduate,Self-Employed,819269.6923376468,31232.928666380423,Home,631.5415336754685,11,169,27.290944488193364,0,2017-04-17,0.03812289037235415,819269.6923376468,3.3425417706944374,2017,4,17,0,2.0,1,High,High Risk,0,Very High,1,0.03812289037235415,28.166666666666668,3.3311307306295306e-05
10022,58.0,Male,South,Secondary,Self-Employed,768391.285796675,661234.9709421612,Education,580.1804466908391,1,50,16.04845899285326,0,2024-03-04,0.8605445990405615,768391.285796675,2.836059817994023,2024,3,4,0,1.0,1,High,No Miss,0,Very Low,2,0.8605445990405615,8.333333333333334,2.088578994777911e-05
10023,22.0,Male,West,Graduate,Salaried,1028631.767048433,3715.828489719976,Business,650.1379651007985,10,57,25.33892397444842,0,2023-07-30,0.003612399119640466,1021659.796451086,3.271047844093011,2023,7,30,6,2.0,1,Very High,High Risk,0,Low,2,0.003612399119640466,9.5,2.463361990769175e-05
10024,41.0,Male,West,Post-Graduate,Self-Employed,335153.6140477149,138635.56018759627,Home,744.0696143822682,6,92,34.91731276192945,0,2024-01-13,0.41364781514144466,335153.6140477149,3.5812194288851664,2024,1,13,5,3.0,1,Medium,High Risk,1,Low,0,0.41364781514144466,15.333333333333334,0.00010418301130704313
10025,53.0,Male,South,Post-Graduate,Self-Employed,695089.632595979,8340.979012161919,Education,699.6164905597936,4,125,25.722769365716516,1,2021-12-04,0.011999861055344088,695089.632595979,3.2855159872243007,2021,12,4,5,3.0,1,High,Low Risk,0,High,0,0.011999861055344088,20.833333333333332,3.700640631000158e-05
10026,43.28,Male,East,Secondary,Salaried,56544.68594132562,149755.20793816008,Business,654.4267973349114,5,17,4.1971148760554735,0,2021-10-13,2.6484399982971993,229928.97544813415,1.6481036400836195,2021,10,13,2,1.0,1,Low,Low Risk,0,Very Low,2,2.6484399982971993,2.8333333333333335,7.42265131759803e-05
10027,42.0,Male,West,Post-Graduate,Salaried,270761.10647578543,223845.8023184684,Car,650.1379651007985,7,93,19.11345652697755,0,2017-04-11,0.8267280527548267,270761.10647578543,3.0013890700180723,2017,4,11,1,3.0,1,Low,High Risk,0,Low,0,0.8267280527548267,15.5,7.059158819284444e-05
10028,64.0,Male,West,Graduate,Salaried,581286.6535162883,215036.15694711744,Education,594.0257526404519,9,129,18.207748758052062,0,2016-04-08,0.36993135081690276,581286.6535162883,2.955313778765314,2016,4,8,4,2.0,1,Medium,High Risk,0,High,0,0.36993135081690276,21.5,3.1323183919518393e-05
10029,45.0,Other,West,Primary,Unemployed,704551.653188634,54322.9046463637,Other,630.6050599557346,11,122,20.44309597404875,1,2024-07-30,0.07710279920643305,704551.653188634,3.06540272755233,2024,7,30,1,0.0,2,High,High Risk,0,High,0,0.07710279920643305,20.333333333333332,2.9015751906234465e-05
10030,47.0,Female,North,Primary,Salaried,574546.0644926076,311317.68361477007,Home,650.1379651007985,3,58,50.77554418633391,1,2017-08-19,0.5418498234596743,574546.0644926076,3.9469179178267773,2017,8,19,5,0.0,0,Medium,No Miss,0,Low,2,0.5418498234596743,9.666666666666666,8.837506220006005e-05
10031,62.0,Male,South,Primary,Salaried,458201.89529683045,13743.59292190394,Education,620.5220715700257,6,189,23.884588053027176,0,2018-07-31,0.029994622595353133,458201.89529683045,3.214248658146059,2018,7,31,1,0.0,1,Medium,High Risk,0,Very High,1,0.029994622595353133,31.5,5.212677707837582e-05
10032,48.0,Other,North,Secondary,Self-Employed,502645.5306267406,430527.9509648495,Education,784.6178263626625,5,120,9.189754340327015,0,2021-10-03,0.8565239810807254,502645.5306267406,2.3213827390271553,2021,10,3,6,1.0,2,Medium,Low Risk,1,High,0,0.8565239810807254,20.0,1.828277340667579e-05
10033,36.0,Female,South,Post-Graduate,Salaried,942360.244106026,879233.0929975485,Other,542.212818862281,9,122,17.65322825641062,0,2019-02-17,0.9330116571626349,942360.244106026,2.9260192279687702,2019,2,17,6,3.0,0,Very High,High Risk,0,High,0,0.9330116571626349,20.333333333333332,1.8732993424566028e-05
10034,35.0,Male,East,Graduate,Unemployed,503991.9555299649,124549.57301903905,Business,581.1282333577085,1,8,44.33920677193824,0,2018-02-04,0.24712611313025995,503991.9555299649,3.814172149821318,2018,2,4,6,2.0,1,Medium,No Miss,0,Very Low,2,0.24712611313025995,1.3333333333333333,8.797602081825698e-05
10035,64.0,Male,East,Post-Graduate,Salaried,1037310.405510882,218470.30875069636,Car,524.5701137064248,7,79,49.26332608169923,0,2018-11-17,0.21061227920787928,1021659.796451086,3.917275707436739,2018,11,17,5,3.0,1,Very High,High Risk,0,Low,0,0.21061227920787928,13.166666666666666,4.749140259268558e-05
10037,57.0,Male,South,Post-Graduate,Salaried,714384.3365370575,2019.9018612603063,Car,631.3228085804709,8,11,24.64105272515163,0,2021-01-11,0.0028274722134190118,714384.3365370575,3.2441946891328466,2021,1,11,0,3.0,1,High,High Risk,0,Very Low,2,0.0028274722134190118,1.8333333333333333,3.449271136682238e-05
10038,27.0,Male,East,Primary,Salaried,301600.7724197511,146266.79371241044,Business,588.2390818199214,4,114,15.181352588933043,0,2024-02-20,0.484968233134511,301600.7724197511,2.78385950448575,2024,2,20,1,0.0,1,Medium,Low Risk,0,High,0,0.484968233134511,19.0,5.0335920784063795e-05
10040,29.0,Male,East,Graduate,Salaried,476557.3555628752,271893.83491339453,Car,621.7153453822207,3,15,16.266103417938695,0,2019-03-06,0.5705374846061354,476557.3555628752,2.8487452394825636,2019,3,6,2,2.0,1,Medium,No Miss,0,Very Low,2,0.5705374846061354,2.5,3.413251989097167e-05
10041,59.0,Female,North,Post-Graduate,Unemployed,301390.06049857504,32028.420470521876,Home,778.9396863430024,5,96,30.19875875925137,0,2022-12-03,0.10626900043597591,301390.06049857504,3.44037831066673,2022,12,3,5,3.0,0,Medium,Low Risk,1,Low,0,0.10626900043597591,16.0,0.00010019825706692191
10042,38.0,Female,East,Primary,Unemployed,728210.9032698444,563468.8412350493,Home,746.8006474940634,7,186,50.20883121777562,0,2024-08-23,0.7737714976594513,728210.9032698444,3.935912001893863,2024,8,23,4,0.0,0,High,High Risk,1,Very High,1,0.7737714976594513,31.0,6.894820029791608e-05
10043,24.0,Male,North,Primary,Self-Employed,253013.4848583651,227200.3497394628,Other,829.1045844775986,10,177,30.421870887415736,0,2023-06-18,0.8979772357455482,253013.4848583651,3.4475041755301308,2023,6,18,6,0.0,1,Low,High Risk,1,Very High,1,0.8979772357455482,29.5,0.0001202381402890271
10044,45.0,Female,East,Graduate,Unemployed,409439.63446760445,553023.270574912,Business,861.0135582085622,2,27,29.00353664396635,0,2016-03-09,1.3506832852027375,409439.63446760445,3.4013152628461074,2016,3,9,2,2.0,0,Medium,No Miss,1,Very Low,2,1.3506832852027375,4.5,7.083714961224927e-05
10045,34.0,Other,West,Primary,Salaried,595053.6711962586,260408.43975636392,Other,676.8533986464809,9,32,10.264528791730111,0,2015-01-04,0.4376217681891704,595053.6711962586,2.4216587436023307,2015,1,4,6,0.0,2,Medium,High Risk,0,Very Low,2,0.4376217681891704,5.333333333333333,1.7249752902280133e-05
10046,29.0,Other,North,Primary,Self-Employed,595053.6711962586,984327.2672716366,Other,650.1379651007985,10,115,54.970154367268165,0,2023-08-19,1.654182328281089,595053.6711962586,4.024818590935344,2023,8,19,5,0.0,2,Medium,High Risk,0,High,0,1.654182328281089,19.166666666666668,9.237848118264627e-05
10047,46.0,Male,East,Primary,Self-Employed,428271.06105187815,33366.358513846244,Other,789.6596891581264,10,61,27.08240824149292,0,2017-03-14,0.07790943995117253,428271.06105187815,3.3351433390660543,2017,3,14,1,0.0,1,Medium,High Risk,1,Low,2,0.07790943995117253,10.166666666666666,6.323660574911533e-05
10048,43.28,Female,West,Secondary,Self-Employed,485445.87017485616,54946.07477933998,Home,691.4647985104783,0,30,18.145312155441157,0,2021-10-11,0.11318682093134003,485445.87017485616,2.9520578895986946,2021,10,11,0,1.0,0,Medium,No Miss,0,Very Low,2,0.11318682093134003,5.0,3.7378651813239796e-05
10049,40.0,Male,North,Post-Graduate,Salaried,783086.2636054113,1072935.9580815393,Home,725.113084780585,3,157,4.845253046104961,0,2017-11-18,1.3701376309956321,783086.2636054113,1.7656298867337132,2017,11,18,5,3.0,1,High,No Miss,1,High,1,1.3701376309956321,26.166666666666668,6.187380971027263e-06
10050,48.0,Female,West,Graduate,Unemployed,290426.0779059885,77820.42863531165,Other,712.4071415119475,3,58,45.2625374853476,0,2016-02-06,0.26795262049609153,290426.0779059885,3.834332507986955,2016,2,6,5,2.0,0,Medium,No Miss,1,Low,2,0.26795262049609153,9.666666666666666,0.00015584873717848152
10051,27.0,Other,South,Graduate,Salaried,710701.5952552289,1137634.2424888297,Home,535.5738568608292,0,33,14.906100085057034,1,2015-12-23,1.600719978798246,710701.5952552289,2.7667026887983757,2015,12,23,2,2.0,2,High,No Miss,0,Very Low,2,1.600719978798246,5.5,2.0973781661069605e-05
10052,64.0,Female,South,Secondary,Self-Employed,901481.7019041468,227730.14278116636,Business,655.7290354453016,8,101,8.505554577804315,0,2016-05-21,0.2526175986713267,901481.7019041468,2.2518763201409473,2016,5,21,5,1.0,0,High,High Risk,0,Low,0,0.2526175986713267,16.833333333333332,9.435082886140153e-06
10053,28.0,Female,North,Post-Graduate,Salaried,523226.2788222247,43781.51444673043,Other,757.424723394466,2,168,28.70820564898775,1,2021-06-06,0.08367606180882586,523226.2788222247,3.391423292126828,2021,6,6,6,3.0,0,Medium,No Miss,1,Very High,1,0.08367606180882586,28.0,5.48676677968269e-05
10054,55.0,Female,East,Graduate,Salaried,856538.5703492165,31375.645739219643,Home,802.6186317361662,4,18,28.17150521184526,0,2020-04-17,0.03663074475026569,856538.5703492165,3.3731923839142923,2020,4,17,4,2.0,0,High,Low Risk,1,Very Low,2,0.03663074475026569,3.0,3.288994353209284e-05
10055,34.0,Female,North,Primary,Unemployed,672862.4808029516,70285.64433164391,Car,577.936032816805,5,82,9.160374692090503,1,2020-08-16,0.10445766607133371,672862.4808029516,2.318495320613083,2020,8,16,6,0.0,0,High,Low Risk,0,Low,0,0.10445766607133371,13.666666666666666,1.3614036974032331e-05
10056,37.0,Male,West,Graduate,Unemployed,417329.5090490548,779640.3632138782,Other,702.883130181302,7,39,44.720304163562446,0,2016-08-04,1.868164954331652,417329.5090490548,3.8225424916508155,2016,8,4,3,2.0,1,Medium,High Risk,1,Very Low,2,1.868164954331652,6.5,0.00010715826030482263
10057,56.0,Male,East,Primary,Self-Employed,550548.8285258734,160407.56333362026,Other,665.0870213277534,5,34,5.51533177864002,0,2020-03-08,0.29135937635744474,550548.8285258734,1.8741581346278193,2020,3,8,6,0.0,1,Medium,Low Risk,0,Very Low,2,0.29135937635744474,5.666666666666667,1.0017879419356214e-05
10058,60.0,Male,South,Secondary,Salaried,595053.6711962586,150973.4631081783,Business,638.2125935418404,2,96,40.50588982231682,0,2023-04-20,0.2537140268451259,595053.6711962586,3.7258353405957965,2023,4,20,3,1.0,1,Medium,No Miss,0,Low,0,0.2537140268451259,16.0,6.807098549763808e-05
10059,24.0,Female,East,Primary,Salaried,578090.4355458806,112716.37988807292,Education,685.6002629225027,5,21,28.16323816974695,0,2021-10-08,0.1949805306528499,578090.4355458806,3.3729089493202777,2021,10,8,4,0.0,0,Medium,Low Risk,0,Very Low,2,0.1949805306528499,3.5,4.8717703040966075e-05
10060,43.28,Male,South,Graduate,Unemployed,638179.4748049572,47720.473072836896,Education,671.7997410666137,0,199,25.571664215365235,1,2020-06-18,0.07477594463128324,638179.4748049572,3.2798453929387614,2020,6,18,3,2.0,1,High,No Miss,0,Very High,1,0.07477594463128324,33.166666666666664,4.0069706446106785e-05
10061,26.0,Male,East,Graduate,Salaried,747049.9837429642,200742.0197051718,Business,704.1407568872588,3,162,12.362396610965815,1,2022-08-12,0.2687129697793296,747049.9837429642,2.5924445390689064,2022,8,12,4,2.0,1,High,No Miss,1,Very High,1,0.2687129697793296,27.0,1.654828576399423e-05
10062,62.0,Male,East,Graduate,Salaried,727167.0623967838,41795.09738051866,Business,794.1716760950052,5,97,37.51840181534572,0,2022-06-18,0.057476609629099056,727167.0623967838,3.65113609633259,2022,6,18,5,2.0,1,High,Low Risk,1,Low,0,0.057476609629099056,16.166666666666668,5.159529873600564e-05
10063,24.0,Male,East,Secondary,Salaried,-7928.392815537052,541417.3717262684,Business,728.41275908647,6,177,63.71867884824838,0,2016-07-09,-68.28841409891646,229928.97544813415,4.170049859195904,2016,7,9,5,1.0,1,Low,High Risk,1,Very High,1,-68.28841409891646,29.5,-0.0080367711755377
10064,49.0,Female,West,Secondary,Unemployed,575672.9528069933,138799.73854836513,Education,650.1379651007985,10,83,13.49105882581014,0,2015-03-19,0.24110866746748258,575672.9528069933,2.6735318265276433,2015,3,19,3,1.0,0,Medium,High Risk,0,Low,0,0.24110866746748258,13.833333333333334,2.34352834539602e-05
10065,38.0,Female,West,Post-Graduate,Self-Employed,222644.52164830937,140906.8161227558,Business,836.4625056823079,10,114,23.14627869451875,1,2020-10-24,0.632877984509015,229928.97544813415,3.1841302769010182,2020,10,24,5,3.0,0,Low,High Risk,1,High,0,0.632877984509015,19.0,0.00010396069269146784
10066,46.0,Male,North,Graduate,Self-Employed,531068.1868831685,192739.8863309929,Home,760.9929595880336,9,183,33.850887097521706,0,2020-05-06,0.36292869934872296,531068.1868831685,3.5510785916177663,2020,5,6,2,2.0,1,Medium,High Risk,1,Very High,1,0.36292869934872296,30.5,6.374113142832387e-05
10067,64.0,Female,North,Primary,Salaried,569052.60304727,176165.01331650847,Other,640.7601561396651,2,106,45.708213190682535,0,2024-07-28,0.30957597307023443,569052.60304727,3.843920020532129,2024,7,28,6,0.0,0,Medium,No Miss,0,Low,0,0.30957597307023443,17.666666666666668,8.032335314154718e-05
10068,54.0,Male,South,Secondary,Self-Employed,844037.0895211772,1581092.3792441064,Other,528.2879597647095,8,110,2.935868880738869,0,2022-01-28,1.8732498830603062,844037.0895211772,1.3701316658147134,2022,1,28,4,1.0,1,High,High Risk,0,High,0,1.8732498830603062,18.333333333333332,3.4783647747095916e-06
10069,30.0,Male,West,Graduate,Unemployed,592471.1332249751,236488.75202689128,Car,551.2169319079535,11,51,50.766640218738,1,2015-02-20,0.39915658124915093,592471.1332249751,3.946745930579859,2015,2,20,4,2.0,1,Medium,High Risk,0,Very Low,2,0.39915658124915093,8.5,8.568626785646403e-05
10070,56.0,Female,South,Graduate,Self-Employed,664804.504585815,27700.943941491103,Car,743.3232448315634,11,185,23.614339105154396,0,2016-10-21,0.04166780421975221,664804.504585815,3.2033291635770933,2016,10,21,4,2.0,0,High,High Risk,1,Very High,1,0.04166780421975221,30.833333333333332,3.5520726683202225e-05
10071,34.0,Male,North,Secondary,Self-Employed,798264.0951643572,280090.0823585058,Other,586.9687520747019,6,68,31.390771229700555,1,2019-02-08,0.35087395769796853,798264.0951643572,3.477873543634579,2019,2,8,4,1.0,1,High,High Risk,0,Low,0,0.35087395769796853,11.333333333333334,3.932379198796033e-05
10072,51.0,Male,South,Post-Graduate,Self-Employed,906938.064954825,49315.36279104644,Home,549.1944522888052,0,170,35.585788865186366,1,2016-11-19,0.05437566764110057,906938.064954825,3.5996598826342447,2016,11,19,5,3.0,1,High,No Miss,0,Very High,1,0.05437566764110057,28.333333333333332,3.923728669052932e-05
10073,35.0,Female,North,Secondary,Salaried,569246.5191607724,9427.895711789108,Education,574.19146733128,1,68,24.050855940138685,0,2015-06-08,0.016562061241390542,569246.5191607724,3.220907996214131,2015,6,8,0,1.0,0,Medium,No Miss,0,Low,0,0.016562061241390542,11.333333333333334,4.225033466273335e-05
10074,28.0,Male,West,Secondary,Self-Employed,623544.8604201023,1059482.2472779418,Education,581.26156879093,0,91,47.64452281164341,0,2016-10-08,1.6991275440296862,623544.8604201023,3.8845392187717818,2016,10,8,5,1.0,1,High,No Miss,0,Low,0,1.6991275440296862,15.166666666666666,7.640913402693074e-05
10075,34.0,Male,East,Primary,Salaried,602505.8255605635,445554.6166070017,Home,735.0647667782251,10,11,32.35973720218554,1,2016-11-10,0.7395025868711951,602505.8255605635,3.5073496998271896,2016,11,10,3,0.0,1,Medium,High Risk,1,Very Low,2,0.7395025868711951,1.8333333333333333,5.370858808224546e-05
10076,43.0,Male,West,Primary,Salaried,464350.2588922309,1175246.258840717,Education,634.3257924217723,8,26,3.0302725670801176,0,2023-02-20,2.5309477842101833,464350.2588922309,1.3938340081826768,2023,2,20,0,0.0,1,Medium,High Risk,0,Very Low,2,2.5309477842101833,4.333333333333333,6.52583369784101e-06
10077,60.0,Male,South,Post-Graduate,Unemployed,407721.1941394026,779825.8320141863,Business,512.7625399700594,8,85,32.513879517020406,1,2024-08-18,1.9126448250015637,407721.1941394026,3.5119596669676065,2024,8,18,6,3.0,1,Medium,High Risk,0,Low,0,1.9126448250015637,14.166666666666666,7.974537498755509e-05
10078,41.0,Male,South,Graduate,Unemployed,32028.52089351613,227951.2244271236,Other,653.1044897762357,6,173,64.960021644718,0,2020-02-25,7.117132420350706,229928.97544813415,4.189048825840495,2020,2,25,1,2.0,1,Low,High Risk,0,Very High,1,7.117132420350706,28.833333333333332,0.0020281929927606656
10079,36.0,Male,West,Secondary,Self-Employed,330834.7663689176,55298.37458660992,Other,672.2266132448242,9,78,32.93233482426829,0,2019-12-17,0.16714801528732345,330834.7663689176,3.5243683894044167,2019,12,17,1,1.0,1,Medium,High Risk,0,Low,0,0.16714801528732345,13.0,9.954315015231824e-05
10080,38.0,Female,West,Post-Graduate,Unemployed,155342.2916975491,85070.13581585712,Home,602.0663138559148,2,142,52.34300449540138,1,2024-02-06,0.5476302356958167,229928.97544813415,3.9767428444154183,2024,2,6,1,3.0,0,Low,No Miss,0,High,1,0.5476302356958167,23.666666666666668,0.00033695269925148924
10081,44.0,Female,North,Primary,Self-Employed,913799.6211133132,547066.4757004114,Education,765.58850841927,4,189,31.029727260997376,0,2019-11-29,0.5986722505245752,913799.6211133132,3.4666644484738973,2019,11,29,4,0.0,0,High,Low Risk,1,Very High,1,0.5986722505245752,31.5,3.395681782313807e-05
10082,46.0,Female,South,Secondary,Unemployed,647104.0020743571,132103.45990735525,Car,607.9061114307715,3,139,49.93093087853631,0,2016-07-24,0.20414563885230858,647104.0020743571,3.9304704183367116,2016,7,24,6,1.0,0,High,No Miss,0,High,1,0.20414563885230858,23.166666666666668,7.716059662508294e-05
10083,45.0,Female,South,Graduate,Self-Employed,568515.2567632915,526018.4221143284,Car,760.8337686637151,6,129,42.59111125682138,1,2017-03-24,0.9252494385271048,568515.2567632915,3.7748532593142325,2017,3,24,4,2.0,0,Medium,High Risk,1,High,0,0.9252494385271048,21.5,7.491639098536053e-05
10084,61.0,Female,West,Primary,Unemployed,420628.7034797296,370343.7526263664,Education,709.6782779674976,8,54,24.95339914017377,0,2020-08-21,0.8804528781859832,420628.7034797296,3.256302589094357,2020,8,21,4,0.0,0,Medium,High Risk,1,Very Low,2,0.8804528781859832,9.0,5.9324052147992064e-05
10085,49.0,Male,East,Primary,Self-Employed,607444.8158086559,58502.03565082199,Car,742.6605508044407,11,56,10.903663230022124,0,2021-06-12,0.09630839564074908,607444.8158086559,2.47684618720182,2021,6,12,5,0.0,1,Medium,High Risk,1,Low,2,0.09630839564074908,9.333333333333334,1.7950047389089512e-05
10086,35.0,Male,South,Primary,Salaried,388005.0305861665,212445.5769058788,Home,540.1449159193605,1,165,28.44077441319555,0,2024-07-19,0.5475330476641844,388005.0305861665,3.382380598310755,2024,7,19,4,0.0,1,Medium,No Miss,0,Very High,1,0.5475330476641844,27.5,7.330001461638149e-05
10087,21.0,Male,East,Post-Graduate,Self-Employed,643504.6391551509,339390.8439388105,Home,659.8310192238102,7,5,40.16968619790766,1,2022-09-28,0.527410096661296,643504.6391551509,3.7177022136470486,2022,9,28,2,3.0,1,High,High Risk,0,Very Low,2,0.527410096661296,0.8333333333333334,6.242330474982423e-05
10088,45.0,Male,West,Graduate,Self-Employed,661433.4957303384,80378.42794238433,Education,644.7171995425231,8,185,4.4830121279097925,1,2015-09-03,0.12152155653023358,661433.4957303384,1.7016546083307897,2015,9,3,3,2.0,1,High,High Risk,0,Very High,1,0.12152155653023358,30.833333333333332,6.7777216558404894e-06
10089,27.0,Male,West,Secondary,Unemployed,595053.6711962586,532804.5382581543,Car,507.7993475092467,9,192,54.7554663207629,0,2017-07-25,0.8953890448016856,595053.6711962586,4.020975456130227,2017,7,25,1,1.0,1,Medium,High Risk,0,Very High,1,0.8953890448016856,32.0,9.201769348080139e-05
10090,29.0,Male,North,Post-Graduate,Self-Employed,379884.5087943985,236123.74713666693,Home,760.5060729802909,9,166,46.50771664298388,1,2023-02-14,0.6215671912656541,379884.5087943985,3.860892153487873,2023,2,14,1,3.0,1,Medium,High Risk,1,Very High,1,0.6215671912656541,27.666666666666668,0.00012242593621566926
